T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__collinsella_aerofaciens,,,m__hmdb00194,s__bacteroides_eggerthii,,0.18,1,0.14,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00806,s__sutterella_wadsworthensis,,0.71,0.76,0.38,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00806,s__clostridium_symbiosum,,0.71,0.9,1,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00806,s__bifidobacterium_adolescentis,,0.71,0.15,0.42,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00448,s__coprobacillus_unclassified,,0.45,0.66,0.64,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00448,s__coprobacillus_unclassified,,0.45,0.66,0.64,FALSE,FALSE,FALSE,TRUE
s__clostridium_symbiosum,,,m__hmdb00014,s__parabacteroides_unclassified,,0.28,0.56,0.23,FALSE,FALSE,FALSE,TRUE
s__clostridium_hathewayi,,,m__hmdb00296,s__dorea_unclassified,,0.13,0.67,0.24,FALSE,FALSE,FALSE,TRUE
s__clostridium_hathewayi,,,m__hmdb00194,s__bacteroides_finegoldii,,0.13,0.21,0.52,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb03464,s__alistipes_shahii,,0.91,0.33,0.1,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00101,s__clostridium_bolteae,,0.84,0.95,1,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00056,s__bacteroides_caccae,,0.16,0.36,0.82,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__clostridium_asparagiforme,,0.2,0.13,1,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__bacteroides_xylanisolvens,,0.2,0.99,0.49,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__bacteroides_xylanisolvens,,0.2,0.99,0.24,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__anaerotruncus_unclassified,,0.2,0.16,0.77,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__anaerotruncus_unclassified,,0.2,0.16,0.22,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__alistipes_putredinis,,0.2,0.96,0.24,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb04610,s__alistipes_putredinis,,0.2,0.96,0.15,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb00156,s__odoribacter_splanchnicus,,0.13,0.21,0.76,FALSE,FALSE,FALSE,TRUE
s__clostridium_asparagiforme,,,m__hmdb00156,s__odoribacter_splanchnicus,,0.13,0.21,0.23,FALSE,FALSE,FALSE,TRUE
s__burkholderiales_bacterium_1_1_47,,,m__hmdb00626,s__burkholderiales_bacterium_1_1_47,,0.24,0.74,1,FALSE,FALSE,FALSE,TRUE
s__bilophila_wadsworthia,,,m__hmdb00296,s__dorea_unclassified,,0.12,0.67,0.49,FALSE,FALSE,FALSE,TRUE
s__bilophila_unclassified,,,m__hmdb00239,s__bacteroides_eggerthii,,0.91,0.19,0.67,FALSE,FALSE,FALSE,TRUE
s__bilophila_unclassified,,,m__hmdb00067,s__lachnospiraceae_bacterium_3_1_46faa,,0.1,0.63,0.25,FALSE,FALSE,FALSE,TRUE
s__bilophila_unclassified,,,m__hmdb00067,s__lachnospiraceae_bacterium_3_1_46faa,,0.1,0.63,0.69,FALSE,FALSE,FALSE,TRUE
s__bilophila_unclassified,,,m__hmdb00019,s__dorea_unclassified,,0.37,0.1,0.32,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_adolescentis,,,m__hmdb01149,s__streptococcus_thermophilus,,0.12,0.52,0.48,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_adolescentis,,,m__hmdb01149,s__dorea_unclassified,,0.12,0.1,0.27,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_adolescentis,,,m__hmdb01149,s__collinsella_aerofaciens,,0.12,0.23,0.89,FALSE,FALSE,FALSE,TRUE
s__barnesiella_intestinihominis,,,m__hmdb00806,s__eubacterium_siraeum,,0.44,0.54,0.22,FALSE,FALSE,FALSE,TRUE
s__barnesiella_intestinihominis,,,m__hmdb00626,s__bilophila_unclassified,,0.59,0.97,0.22,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00174,s__alistipes_onderdonkii,,0.22,0.98,0.86,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00174,s__alistipes_onderdonkii,,0.22,0.98,0.14,FALSE,FALSE,FALSE,TRUE
s__bacteroides_vulgatus,,,m__hmdb02123,s__dorea_unclassified,,0.15,0.58,0.21,FALSE,FALSE,FALSE,TRUE
s__bacteroides_vulgatus,,,m__hmdb02123,s__bacteroides_dorei,,0.15,0.97,0.4,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00699,s__holdemania_unclassified,,0.26,0.1,0.77,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00699,s__holdemania_unclassified,,0.26,0.1,0.5,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02123,s__bacteroides_massiliensis,,0.91,0.51,0.11,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02123,s__bacteroides_dorei,,0.91,0.97,0.56,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb11718,s__coprococcus_catus,,0.47,0.19,0.21,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__lachnospiraceae_bacterium_5_1_63faa,,1,0.55,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__lachnospiraceae_bacterium_5_1_63faa,,1,0.55,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__eubacterium_ramulus,,1,0.11,0.26,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__bacteroides_massiliensis,,1,0.51,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__bacteroides_dorei,,1,0.97,0.74,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb02123,s__bacteroides_dorei,,1,0.97,0.11,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00448,s__lachnospiraceae_bacterium_3_1_46faa,,0.75,0.12,0.69,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00448,s__coprobacillus_unclassified,,0.75,0.66,0.33,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00043,s__eubacterium_ventriosum,,1,0.9,0.21,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00043,s__dorea_formicigenerans,,1,0.28,0.53,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00043,s__dorea_formicigenerans,,1,0.28,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00043,s__clostridium_citroniae,,1,0.79,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00020,s__roseburia_intestinalis,,0.48,0.16,0.16,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00020,s__holdemania_filiformis,,0.48,0.1,0.78,FALSE,FALSE,FALSE,TRUE
s__bacteroides_massiliensis,,,m__hmdb00020,s__holdemania_filiformis,,0.48,0.1,0.8,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb01169,s__alistipes_shahii,,0.41,0.25,0.72,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__prevotella_copri,,1,0.99,0.53,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__prevotella_copri,,1,0.99,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__eubacterium_eligens,,1,0.66,0.15,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__coprococcus_comes,,1,0.64,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__coprococcus_comes,,1,0.64,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__clostridium_asparagiforme,,1,0.77,0.52,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00194,s__bacteroides_eggerthii,,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00020,s__burkholderiales_bacterium_1_1_47,,1,0.29,0.12,FALSE,FALSE,FALSE,TRUE
s__bacteroides_eggerthii,,,m__hmdb00020,s__burkholderiales_bacterium_1_1_47,,1,0.29,0.98,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb01169,s__parabacteroides_distasonis,,1,0.65,0.39,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb01169,s__eubacterium_siraeum,,1,1,0.4,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb01169,s__bacteroides_cellulosilyticus,,1,0.81,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00194,s__lachnospiraceae_bacterium_3_1_46faa,,0.76,0.52,0.35,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01991,s__clostridium_bolteae,,0.58,0.16,1,FALSE,FALSE,FALSE,TRUE
s__anaerotruncus_unclassified,,,m__hmdb00448,s__lachnospiraceae_bacterium_3_1_46faa,,0.61,0.12,0.4,FALSE,FALSE,FALSE,TRUE
s__anaerotruncus_unclassified,,,m__hmdb00448,s__lachnospiraceae_bacterium_3_1_46faa,,0.61,0.12,0.49,FALSE,FALSE,FALSE,TRUE
s__anaerotruncus_unclassified,,,m__hmdb00365,s__ruminococcus_bromii,,0.54,0.55,0.14,FALSE,FALSE,FALSE,TRUE
s__anaerotruncus_colihominis,,,m__hmdb00452,s__ruminococcus_torques,,0.21,0.87,1,FALSE,FALSE,FALSE,TRUE
s__anaerotruncus_colihominis,,,m__hmdb00452,s__ruminococcus_torques,,0.21,0.87,1,FALSE,FALSE,FALSE,TRUE
s__anaerostipes_hadrus,,,m__hmdb01257,s__collinsella_aerofaciens,,0.95,0.15,0.1,FALSE,FALSE,FALSE,TRUE
s__anaerostipes_hadrus,,,m__hmdb01257,s__anaerostipes_hadrus,,0.95,0.1,1,FALSE,FALSE,FALSE,TRUE
s__alistipes_onderdonkii,,,m__hmdb01232,s__alistipes_onderdonkii,,0.45,1,1,FALSE,FALSE,FALSE,TRUE
s__alistipes_onderdonkii,,,m__hmdb00197,s__parabacteroides_distasonis,,0.33,0.13,0.84,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00806,s__holdemania_filiformis,,0.48,0.57,0.21,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00806,s__clostridium_symbiosum,,0.48,0.9,0.36,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00806,s__akkermansia_muciniphila,,0.48,0.77,1,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00098,s__burkholderiales_bacterium_1_1_47,,0.14,0.62,0.39,FALSE,FALSE,FALSE,TRUE
